group,pair_id,left_index,right_index,left_identity,right_identity,pca_distance_score,logistic_regression_score,linear_svm_score,rbf_svm_score,pca_distance_accepted,logistic_regression_accepted,linear_svm_accepted,rbf_svm_accepted
ordinary,447,164,373,17,38,-15.287013111292831,0.003833983479505468,-0.014330438968935396,-0.0026755659822200097,0,0,0,0
ordinary,448,31,277,4,28,-16.400480985668143,0.010821997281309316,-0.00010377529416437381,-0.0003997810274395282,0,0,0,0
ordinary,449,38,195,4,20,-15.449459162174524,0.008464057835159779,-0.004729552625723846,-0.0012928976362153212,0,0,0,0
ordinary,450,207,360,21,37,-19.144041401348517,-0.005488165422141749,-0.03315702576865665,-0.00605345999764585,0,0,0,0
ordinary,451,167,207,17,21,-15.678877516917415,0.00781856896434812,-0.006270124746801369,-0.0015486531811400323,0,0,0,0
ordinary,452,278,374,28,38,-19.592272033252396,-0.013928747172050913,-0.05057364778070057,-0.009191524964288024,0,0,0,0
ordinary,453,191,373,20,38,-13.406622017144896,0.018179786823280378,0.015244545762111386,0.0024543874552116797,0,0,0,0
ordinary,454,39,369,4,37,-19.187838519454363,-0.01779799917788747,-0.05871232799580123,-0.010690057197765543,0,0,0,0
ordinary,455,360,375,37,38,-22.740614072261156,-0.016567408060742594,-0.05572639372656777,-0.010048027587723439,0,0,0,0
ordinary,456,38,273,4,28,-17.702477194966768,-0.016051416905629657,-0.05555309534388478,-0.010290920715339663,0,0,0,0
ordinary,457,38,201,4,21,-15.693268756016016,0.0013451182025519491,-0.0193950594757916,-0.0036793335210733805,0,0,0,0
ordinary,458,168,362,17,37,-24.421430243928558,-0.04465738466010773,-0.11391149847875917,-0.020213806577773087,0,0,0,0
ordinary,459,83,194,9,20,-13.806097512522236,-0.0020475749671357043,-0.02624679004968082,-0.004936946675575576,0,0,0,0
ordinary,460,202,362,21,37,-20.328830278453395,-0.006391929315362671,-0.03511307627828061,-0.006445916812962095,0,0,0,0
ordinary,461,87,192,9,20,-15.390349715288558,0.0032783711047465612,-0.015593863739653118,-0.003120799962885088,0,0,0,0
ordinary,462,195,278,20,28,-19.351879623797167,0.0009103777977723423,-0.020819348116225798,-0.004459648715120184,0,0,0,0
ordinary,463,169,278,17,28,-18.936392145945476,-0.0029956341499090037,-0.02820122723865818,-0.005370236899136153,0,0,0,0
ordinary,464,195,272,20,28,-21.071626747163187,-0.011228135044375375,-0.04563696872252289,-0.008573063449341143,0,0,0,0
ordinary,465,162,192,17,20,-15.070258872737284,0.005401297627674612,-0.01120341441618772,-0.0024348490268294564,0,0,0,0
ordinary,466,363,378,37,38,-22.67833916244944,-0.020399683963295667,-0.06367518816783815,-0.011506862377693418,0,0,0,0
ordinary,467,193,270,20,28,-21.481635521355738,-0.012739564201636149,-0.04870136238748487,-0.00909070903163163,0,0,0,0
ordinary,468,34,274,4,28,-17.336198471193985,0.0026137220672250053,-0.016609258124677367,-0.003250957132769232,0,0,0,0
ordinary,469,166,365,17,37,-23.18347871594754,-0.021316910172459277,-0.0657888228397602,-0.011949593963566391,0,0,0,0
ordinary,470,30,378,4,38,-12.108937536508765,0.014564941656068035,0.007450999299490543,0.0009130833081112191,0,0,0,0
ordinary,471,36,199,4,20,-17.24307235105741,-0.003634531974765052,-0.029478400322266163,-0.005554626832543292,0,0,0,0
ordinary,472,276,371,28,38,-20.722235136634467,-0.019374830168680437,-0.06187301178259491,-0.011262835268863403,0,0,0,0
ordinary,473,84,194,9,20,-13.130505786693483,0.008184972528142632,-0.0054305802686077445,-0.001332252969957072,0,0,0,0
ordinary,474,169,279,17,28,-25.30494967008045,-0.03416433775332409,-0.09247517698639225,-0.016595558699792755,0,0,0,0
ordinary,475,33,376,4,38,-13.864140509149435,-0.001356044642612098,-0.02462760254278631,-0.004367247555131952,0,0,0,0
ordinary,476,31,372,4,38,-15.169673456389374,-0.009385282494895219,-0.041436774693046616,-0.007572666452027186,0,0,0,0
ordinary,477,203,377,21,38,-12.007722635263988,0.0170281301252468,0.012805978331201971,0.0021696411638869265,0,0,0,0
ordinary,478,30,362,4,37,-18.52838853482009,-0.00016351612192660732,-0.022765385272239168,-0.004582618140442248,0,0,0,0
ordinary,479,169,275,17,28,-25.00729880826712,-0.04533687506406282,-0.11556793571504206,-0.020404779994193295,0,0,0,0
ordinary,480,81,198,9,20,-15.625875722170623,-0.009699778636277679,-0.04255187636054734,-0.007979052261143947,0,0,0,0
ordinary,481,34,203,4,21,-14.614144979706902,0.002862675887738615,-0.016039587023672315,-0.002916169057329632,0,0,0,0
ordinary,482,206,278,21,28,-17.94010692974506,0.0032931597243168924,-0.015277547091022883,-0.0030358733209328217,0,0,0,0
ordinary,483,162,200,17,21,-12.608795551361018,0.03848033067142588,0.05691351105866836,0.009804967276981567,0,1,1,1
ordinary,484,31,279,4,28,-18.31275797512701,-0.005649269773406196,-0.03392618516710928,-0.006406790936885629,0,0,0,0
ordinary,485,38,375,4,38,-16.54180362436225,-0.009505726724493761,-0.04156103280967795,-0.007566713166103752,0,0,0,0
ordinary,486,163,367,17,37,-16.978558072258856,0.01094898284193751,0.0005411128285785008,2.116159464378778e-05,0,0,0,0
ordinary,487,33,208,4,21,-14.555677525027015,0.01706259158485115,0.013068561489039336,0.00218498252621953,0,0,0,0
ordinary,488,206,275,21,28,-20.214112428786745,-0.019168922236369824,-0.06155231120637436,-0.011268357182004331,0,0,0,0
ordinary,489,80,271,9,28,-18.553718881230843,-0.011114529223134245,-0.04532804115222813,-0.008486957159426697,0,0,0,0
ordinary,490,39,275,4,28,-20.18344951737396,-0.02315266932076814,-0.06995240109261147,-0.012728627819059883,0,0,0,0
ordinary,491,86,276,9,28,-19.372933050725674,-0.013243922884456956,-0.04933693311002468,-0.009052300115623954,0,0,0,0
ordinary,492,31,270,4,28,-18.879252984162626,-0.013901335966530454,-0.05116082369042253,-0.009543520854291387,0,0,0,0
ordinary,493,165,209,17,21,-14.083895802012954,0.008882751963226724,-0.004047830986592539,-0.0010437407896588466,0,0,0,0
ordinary,494,85,363,9,37,-21.860547188449978,-0.023266319384388338,-0.06973876256474322,-0.012602241333025264,0,0,0,0
ordinary,495,205,363,21,37,-20.700756495801038,-0.0020104576308885955,-0.02634335451855166,-0.005062182575240502,0,0,0,0
ordinary,496,203,276,21,28,-18.405413244667677,-0.004520845114539031,-0.03152829280321734,-0.005974020397531447,0,0,0,0
ordinary,497,271,378,28,38,-20.040850953480017,-0.02759313566695188,-0.07888780436403547,-0.014248911725734233,0,0,0,0
ordinary,498,161,363,17,37,-20.958186260072615,-0.011989163217080944,-0.04657818838650362,-0.00857100191794901,0,0,0,0
ordinary,499,192,270,20,28,-23.003245714397256,-0.02284731589891123,-0.06901980364294472,-0.012565599142208998,0,0,0,0
ordinary,500,163,277,17,28,-20.25155674867909,-0.025163953686720673,-0.07398611506876632,-0.01341794762189655,0,0,0,0
ordinary,501,193,274,20,28,-19.16477002576379,-0.00618446163826464,-0.03485454754168421,-0.006537838419373559,0,0,0,0
ordinary,502,209,273,21,28,-18.566255075676604,-0.0067463098760235695,-0.036275998165994916,-0.00685896007015773,0,0,0,0
ordinary,503,31,273,4,28,-17.224917162803255,-0.020999335661677682,-0.06554875136798127,-0.011985725735368725,0,0,0,0
ordinary,504,363,375,37,38,-24.3056629542858,-0.017790692020125322,-0.058450641685389756,-0.010651235661093082,0,0,0,0
ordinary,505,200,379,21,38,-11.43784896232385,0.016929889268504163,0.012653645687016449,0.002385494922793297,0,0,0,0
ordinary,506,81,274,9,28,-19.21545663068214,-0.018371759943772752,-0.06009385448997301,-0.010981418397319368,0,0,0,0
ordinary,507,190,379,20,38,-13.126585539352575,0.008393271339337325,-0.004932718518782263,-0.0011088615388435748,0,0,0,0
ordinary,508,195,279,20,28,-23.07588499613384,-0.019763427443430112,-0.06299550374223906,-0.011653296376278335,0,0,0,0
ordinary,509,34,360,4,37,-18.941827993828998,-0.021816266771676297,-0.06691282325642553,-0.012112843270068408,0,0,0,0
ordinary,510,167,372,17,38,-17.557974170279067,-0.0056889473679907175,-0.03328352726074725,-0.005971430642135167,0,0,0,0
ordinary,511,87,196,9,20,-13.77899371718792,0.004535022358857052,-0.013074740432716817,-0.0026084929755693428,0,0,0,0
ordinary,512,83,364,9,37,-20.40224326061474,-0.013595891821779893,-0.049945907553217414,-0.009078579193665694,0,0,0,0
ordinary,513,162,373,17,38,-11.393863870834169,0.018065175245597014,0.014845508398618187,0.002219380838196538,0,0,0,0
ordinary,514,166,371,17,38,-17.76669700093448,-0.004758530628791135,-0.03200522542543243,-0.006077102741850996,0,0,0,0
ordinary,515,200,375,21,38,-14.45834523951455,0.0025410026725540603,-0.01640023400278986,-0.0028778259969215354,0,0,0,0
ordinary,516,272,374,28,38,-20.30597984208061,-0.010952304219880476,-0.044690911817809036,-0.008276423143200623,0,0,0,0
ordinary,517,161,366,17,37,-18.887515414952635,-0.003772415805310438,-0.0302773631287876,-0.005968774235545256,0,0,0,0
ordinary,518,83,276,9,28,-18.80869919540482,-0.016245903307336756,-0.05540887144265266,-0.010038720674197824,0,0,0,0
ordinary,519,34,273,4,28,-18.939024805484152,-0.018726753463259187,-0.06045816491762391,-0.010987981151782997,0,0,0,0
ordinary,520,39,274,4,28,-17.827556765269044,-0.0022405092775736606,-0.026754835979927928,-0.004982542201813187,0,0,0,0
ordinary,521,195,360,20,37,-19.84033708628866,0.0012115288832135996,-0.019771496746464473,-0.00376947879555797,0,0,0,0
ordinary,522,199,274,20,28,-21.545665090562842,-0.020301724293231443,-0.06371687896603248,-0.011643520193295034,0,0,0,0
ordinary,523,37,273,4,28,-15.612934335944404,-0.006458656418054198,-0.03591421511200666,-0.006815364401476586,0,0,0,0
ordinary,524,367,373,37,38,-19.422154201886613,-0.00215501531299643,-0.02655383904456282,-0.005093496278876474,0,0,0,0
ordinary,525,33,270,4,28,-19.44759976878202,-0.015312041365758918,-0.05379084773935339,-0.009913031489733428,0,0,0,0
ordinary,526,169,377,17,38,-16.85163823959058,-0.0026438941810761596,-0.02795665449056012,-0.005462221719678732,0,0,0,0
ordinary,527,30,190,4,20,-15.357725787773237,0.0016387330357591357,-0.018835882296321098,-0.003527619404817769,0,0,0,0
ordinary,528,162,272,17,28,-19.820560246643172,-0.015706367273031388,-0.05446479457367482,-0.010056349713923073,0,0,0,0
ordinary,529,363,373,37,38,-22.642453822576353,-0.014109600601622342,-0.05104255080279962,-0.00941007830297472,0,0,0,0
ordinary,530,207,276,21,28,-19.774175630499276,-0.00415059691148833,-0.030784415497954326,-0.005902937418441862,0,0,0,0
ordinary,531,168,369,17,37,-23.435142583570883,-0.03852281422738754,-0.10127548526133477,-0.018071779896341664,0,0,0,0
ordinary,532,163,200,17,21,-12.066671908470557,0.04280626757549916,0.06571987753160917,0.011311530814799055,0,1,1,1
ordinary,533,169,190,17,20,-17.971999561722562,-0.026073983724754123,-0.07592939925594777,-0.01378772788945263,0,0,0,0
ordinary,534,203,376,21,38,-11.591521674555969,0.02245318384440564,0.02399264676606421,0.004184669345610903,0,0,0,0
ordinary,535,166,270,17,28,-24.811687640135744,-0.046601281620717694,-0.11799282005799942,-0.020840473845566525,0,0,0,0
ordinary,536,206,367,21,37,-18.495006381621412,0.007745259069583156,-0.00608158313901597,-0.001292453274355572,0,0,0,0
ordinary,537,163,190,17,20,-15.037399370471023,0.00229275423163982,-0.01758119180783739,-0.0034821656245376063,0,0,0,0
ordinary,538,198,371,20,38,-14.658307339204166,0.0027814140925994783,-0.016519515049780054,-0.0031951602626848156,0,0,0,0
ordinary,539,208,379,21,38,-12.871712181792859,0.013230700980830616,0.004879597265703778,0.0007035168121860176,0,0,0,0
ordinary,540,201,378,21,38,-14.408752499144915,0.005938961835500315,-0.009697272364036356,-0.0019689449014593102,0,0,0,0
ordinary,541,270,379,28,38,-21.280099491388402,-0.010911700491048552,-0.044588415807748305,-0.008234353024326397,0,0,0,0
ordinary,542,165,363,17,37,-23.86663391246282,-0.010543464623045947,-0.04363385319348463,-0.008023467432362298,0,0,0,0
ordinary,543,83,363,9,37,-22.31504716690569,-0.028027632715467946,-0.07967273690266022,-0.014296303471382901,0,0,0,0
ordinary,544,31,272,4,28,-17.863818694848415,-0.01213986812304995,-0.047609655869829036,-0.008903836341408773,0,0,0,0
ordinary,545,162,274,17,28,-15.879252374183187,0.006928060430892989,-0.008142465147730664,-0.0016193112793244265,0,0,0,0
ordinary,546,30,373,4,38,-10.799892115152323,0.03503975743519491,0.04957589715635485,0.00856916516581388,0,1,1,0
ordinary,547,84,199,9,20,-15.078714507558965,0.0037043235632867586,-0.014493307429779428,-0.0030393222115800717,0,0,0,0
ordinary,548,169,369,17,37,-23.814918212403537,-0.04416840838729259,-0.11288197127896674,-0.019974406511324483,0,0,0,0
ordinary,549,30,376,4,38,-11.44132703951475,0.024405419762770855,0.027758918361130543,0.004835159630414677,0,0,0,0
ordinary,550,200,272,21,28,-20.027997924685437,-0.012584090684427842,-0.047854793421897295,-0.008839163729580522,0,0,0,0
ordinary,551,166,376,17,38,-17.892331347721896,-0.009175824653014815,-0.0411365728300921,-0.007660978493825604,0,0,0,0
ordinary,552,160,378,17,38,-19.502746609420683,-0.028752254691807717,-0.08094207867007647,-0.014503951791378495,0,0,0,0
ordinary,553,162,195,17,20,-17.171356760182874,-0.007629715330927273,-0.038573837811305335,-0.007523277010550941,0,0,0,0
ordinary,554,208,273,21,28,-17.82241022292445,-0.004624594921954077,-0.031708601005499173,-0.005884724604891037,0,0,0,0
ordinary,555,80,279,9,28,-21.08398283681769,-0.007950376484987916,-0.03907326954843134,-0.007594875702709106,0,0,0,0
ordinary,556,164,202,17,21,-20.073518769625938,-0.0068688242095672845,-0.03594080014359262,-0.006618924056867216,0,0,0,0
ordinary,557,275,370,28,38,-21.293018860143434,-0.010938212947712933,-0.04454926396252269,-0.008300693916997589,0,0,0,0
ordinary,558,202,270,21,28,-20.60769115669786,-0.013175807130583446,-0.04880020491821431,-0.008849850339153812,0,0,0,0
ordinary,559,190,372,20,38,-14.46120628373326,0.007590491080561442,-0.006715808700025503,-0.0015225427665623709,0,0,0,0
ordinary,560,160,209,17,21,-16.555133567314307,0.004734488683335384,-0.012385906717132867,-0.002452214865715589,0,0,0,0
ordinary,561,200,363,21,37,-19.511308538578998,0.010374247512966478,-0.0008681800118053758,-0.0004036878339611933,0,0,0,0
ordinary,562,36,202,4,21,-17.851031705947914,0.00426116622597924,-0.013332128830168167,-0.0025379876806129013,0,0,0,0
ordinary,563,207,369,21,37,-20.08146181946669,-0.005480992874893709,-0.03323272511558051,-0.006102586074438579,0,0,0,0
ordinary,564,169,277,17,28,-23.393807476939237,-0.043538022467178,-0.11180771057362016,-0.020049758365466828,0,0,0,0
ordinary,565,200,376,21,38,-11.64018037403103,0.020138324619727022,0.019195862568262667,0.003415363092972336,0,0,0,0
ordinary,566,270,378,28,38,-21.910372469213687,-0.021988557968265748,-0.06732444377459694,-0.012243239293677067,0,0,0,0
ordinary,567,166,364,17,37,-23.237296982193218,-0.018603381299012782,-0.06002491213544272,-0.010878118636830154,0,0,0,0
ordinary,568,37,279,4,28,-17.274550549395734,0.0034454541361568073,-0.01567530565255484,-0.003409605508990164,0,0,0,0
ordinary,569,198,275,20,28,-23.294331296461195,-0.02142662796768794,-0.06639640173093607,-0.012147267777853327,0,0,0,0
ordinary,570,36,365,4,37,-20.149785019478056,-0.006437554898781995,-0.03537482775829586,-0.006659680807713055,0,0,0,0
ordinary,571,276,372,28,38,-20.05688017812981,-0.025366531388710725,-0.0740021249296295,-0.01331974989729684,0,0,0,0
ordinary,572,36,372,4,38,-15.55182115767825,-0.012375597178139505,-0.047471938729700805,-0.008566570658029614,0,0,0,0
ordinary,573,193,374,20,38,-14.637428175395305,0.004831433975444625,-0.012741751050897742,-0.0028140333768722266,0,0,0,0
ordinary,574,37,276,4,28,-15.103263519028783,0.0028805036179327674,-0.016772493117857733,-0.0034826015977827435,0,0,0,0
ordinary,575,195,275,20,28,-20.583385779126793,-0.0041892838060340444,-0.03131187442472293,-0.006065397599969221,0,0,0,0
ordinary,576,168,367,17,37,-21.685649465572737,-0.009549774089867145,-0.04146272499339015,-0.007606937931037942,0,0,0,0
ordinary,577,193,278,20,28,-18.815327585902388,0.0010035346199884054,-0.020523213752155853,-0.004370805595849951,0,0,0,0
ordinary,578,190,366,20,37,-23.169011506881066,-0.018807344928574034,-0.06095488645923648,-0.011183017781215132,0,0,0,0
ordinary,579,202,376,21,38,-12.320196754608729,0.018336865613156037,0.015751930152483974,0.002865193931920222,0,0,0,0
ordinary,580,168,375,17,38,-16.25154256839817,0.0032904717574888252,-0.015326142681318967,-0.0028643204995939028,0,0,0,0
ordinary,581,166,190,17,20,-18.47161561827762,-0.02583024967113793,-0.07540575386485485,-0.013694692264759875,0,0,0,0
ordinary,582,39,279,4,28,-20.813117989366916,-0.012818573331846618,-0.04820438586829058,-0.008745717371126172,0,0,0,0
ordinary,583,366,371,37,38,-21.813628483632897,-0.017366361156215874,-0.05794798374393873,-0.0106398167760338,0,0,0,0
ordinary,584,192,273,20,28,-20.653255231872237,-0.02785702182153622,-0.07934595492198793,-0.014326916844948787,0,0,0,0
ordinary,585,363,374,37,38,-22.204200680176125,-0.009419745473004119,-0.04113922580884195,-0.007552167068006116,0,0,0,0
ordinary,586,164,195,17,20,-17.643622815137476,-0.005412527380493914,-0.03337362833677609,-0.006319020553812632,0,0,0,0
ordinary,587,195,271,20,28,-18.95987362361674,-0.0033876642992133076,-0.029097809994105453,-0.005601719076375943,0,0,0,0
ordinary,588,207,278,21,28,-18.4399380241064,0.0012156500145003365,-0.019340197300763546,-0.0036634207172394923,0,0,0,0
ordinary,589,32,278,4,28,-14.292593403343867,0.0071263286174402885,-0.008032690235556876,-0.001798716955131039,0,0,0,0
ordinary,590,31,199,4,20,-14.527430178681993,0.015217404778503828,0.009488184846594153,0.0016070143708111218,0,0,0,0
ordinary,591,39,190,4,20,-15.601537340549038,0.006370856883918393,-0.00865515660203399,-0.001689585724790249,0,0,0,0
ordinary,592,205,276,21,28,-18.538048838509646,-0.006755658893427205,-0.03621589232341381,-0.006794101686311085,0,0,0,0
ordinary,593,84,360,9,37,-19.685754605565943,-0.011263612031178096,-0.045369384641449906,-0.008430983475533439,0,0,0,0
ordinary,594,39,273,4,28,-19.048311847934773,-0.017807395744345884,-0.05877272136144945,-0.010736369586121257,0,0,0,0
ordinary,595,38,274,4,28,-16.71465792122299,0.0008989564313190239,-0.020510225505542726,-0.004191726597165102,0,0,0,0
ordinary,596,205,368,21,37,-18.94330026246635,-0.00984500530241333,-0.04216959939440532,-0.007742477096746666,0,0,0,0
ordinary,597,81,276,9,28,-19.270268789158486,-0.02382175481525126,-0.07117078544264095,-0.012910680237762382,0,0,0,0
ordinary,598,88,270,9,28,-21.882611926092714,-0.01961645816654937,-0.06247936753371082,-0.01138907359387557,0,0,0,0
ordinary,599,34,277,4,28,-17.165803523781733,-0.00024361221510287392,-0.022558751201549432,-0.00426052928167529,0,0,0,0
ordinary,600,84,270,9,28,-22.236757888049343,-0.0244638366650291,-0.07259336150215345,-0.013215717919701232,0,0,0,0
ordinary,601,162,202,17,21,-15.727352365534172,0.024887386328803673,0.028919191065138454,0.004735772427057285,0,0,0,0
ordinary,602,83,199,9,20,-16.06569499814905,-0.012782581364021533,-0.04838799780155293,-0.008947530290320162,0,0,0,0
ordinary,603,194,367,20,37,-20.562244504600944,-0.01567522060067534,-0.05442061603411477,-0.010039188603188127,0,0,0,0
ordinary,604,81,194,9,20,-15.932806180846297,-0.019303506944286744,-0.062062427834606554,-0.01133649952596059,0,0,0,0
ordinary,605,161,377,17,38,-17.019265315485974,-0.006697278868341154,-0.035802435384114026,-0.006510091249821483,0,0,0,0
ordinary,606,80,365,9,37,-19.994365180386616,-0.00987966931717852,-0.042736496922550146,-0.007944369766586398,0,0,0,0
ordinary,607,169,360,17,37,-23.753516727285096,-0.045508142313947966,-0.11568878464927691,-0.020471467891176688,0,0,0,0
ordinary,608,169,208,17,21,-15.870594700350926,0.0013658635536808654,-0.01925140736446382,-0.0036199456202794782,0,0,0,0
ordinary,609,32,360,4,37,-16.878225708150364,0.002666296199376961,-0.016887020839900665,-0.0033835642180515494,0,0,0,0
ordinary,610,198,374,20,38,-15.013986659474735,0.001772062071591565,-0.018651489322806532,-0.003531962779441013,0,0,0,0
ordinary,611,160,371,17,38,-18.72681562697842,-0.015322665351026665,-0.05331014728600167,-0.009642159248670332,0,0,0,0
ordinary,612,33,200,4,21,-15.806484217278227,0.009038380985250453,-0.0033636089213697276,-0.0006038023017370265,0,0,0,0
ordinary,613,192,368,20,37,-22.33494153381155,-0.013955354170265815,-0.050580165213275866,-0.00925957507604043,0,0,0,0
ordinary,614,88,360,9,37,-20.429291011347914,-0.012612097427877066,-0.04829463048603658,-0.00893648832699978,0,0,0,0
ordinary,615,203,361,21,37,-19.28765843791828,0.007595648339313441,-0.006150285807851076,-0.0014054659497556125,0,0,0,0
ordinary,616,163,196,17,20,-14.93879877639027,-0.006887559221615008,-0.03668538201445001,-0.006934470950899676,0,0,0,0
ordinary,617,192,374,20,38,-12.523021733083947,0.018259056098442177,0.015455181012854612,0.0025408057960026736,0,0,0,0
ordinary,618,163,192,17,20,-14.64998993671905,0.007185692065162509,-0.007529783720999697,-0.001808581680564754,0,0,0,0
ordinary,619,193,271,20,28,-18.441538677928175,-0.0012950200022160956,-0.024817520473910396,-0.004821391764710845,0,0,0,0
ordinary,620,32,361,4,37,-17.37090530158297,-0.010520566053948651,-0.04395341852894478,-0.008071827929663909,0,0,0,0
ordinary,621,83,193,9,20,-14.786453980291855,-0.007873737946295888,-0.03828416137917923,-0.0070453368895484515,0,0,0,0
ordinary,622,204,273,21,28,-18.20967081558209,-0.004643416820788729,-0.031799582342778715,-0.005863916528739078,0,0,0,0
ordinary,623,85,190,9,20,-16.72652804825928,-0.015005987199218404,-0.05294671044010006,-0.009757717810070095,0,0,0,0
ordinary,624,194,361,20,37,-22.517965650187588,-0.019875541631450624,-0.06303062683035446,-0.011542931943116537,0,0,0,0
ordinary,625,207,372,21,38,-15.014372114471556,0.002599513692399542,-0.016729651651675184,-0.003093635668430539,0,0,0,0
ordinary,626,38,199,4,20,-14.435109220947375,0.022459081746675248,0.02414690632466831,0.00402082609353167,0,0,0,0
ordinary,627,203,364,21,37,-18.472747732014103,0.010821045197643535,0.00038550025515914077,-0.00016794396079610266,0,0,0,0
ordinary,628,81,271,9,28,-18.558516729194626,-0.018205351048997412,-0.05973447933103753,-0.010864161718485088,0,0,0,0
ordinary,629,192,366,20,37,-22.16438444143099,-0.013470904562437503,-0.04991363950624428,-0.009273289687789368,0,0,0,0
ordinary,630,160,270,17,28,-19.360532383032748,-0.015218447693114458,-0.05361959860037191,-0.009956749795740686,0,0,0,0
ordinary,631,206,368,21,37,-19.70016025521975,-0.016143651585291414,-0.05501519846092948,-0.010018574643083932,0,0,0,0
ordinary,632,161,361,17,37,-19.730515118078998,-0.0034302495164388815,-0.0290887419340627,-0.005479311135308424,0,0,0,0
ordinary,633,37,202,4,21,-17.281734599352298,-0.006539670383127919,-0.035753683930902835,-0.006651455940001135,0,0,0,0
ordinary,634,197,273,20,28,-22.84513649574197,-0.022307145310209456,-0.06804983703431168,-0.012370779239816821,0,0,0,0
ordinary,635,83,272,9,28,-19.640485301634715,-0.020205920235337623,-0.06380768368134243,-0.011619580650930671,0,0,0,0
ordinary,636,278,375,28,38,-21.841367355243086,-0.02342862533373082,-0.06981714584112964,-0.012544327815307493,0,0,0,0
ordinary,637,206,277,21,28,-20.015541591343066,-0.022748883831009672,-0.06872014121454825,-0.012436002952332053,0,0,0,0
ordinary,638,32,207,4,21,-15.749326594955344,0.0034868631011133913,-0.014881194817891675,-0.0028062314082102566,0,0,0,0
ordinary,639,36,378,4,38,-15.356784847758897,-0.015686682866570014,-0.05450086248882211,-0.009968633466335645,0,0,0,0
ordinary,640,203,271,21,28,-17.797208046976614,-0.007205088812452274,-0.03688398968251154,-0.0068027221771742585,0,0,0,0
ordinary,641,190,274,20,28,-21.580709891203085,-0.027724113957682987,-0.07888006323338764,-0.014281437051214754,0,0,0,0
ordinary,642,194,370,20,38,-17.881826716436557,-0.01415233229348614,-0.05125974580764113,-0.009381286866345545,0,0,0,0
ordinary,643,36,191,4,20,-17.27455008046206,-0.0050780926453752855,-0.03242947925083542,-0.006028038961841029,0,0,0,0
ordinary,644,166,360,17,37,-22.914706922630707,-0.040093768712870126,-0.10469247709936501,-0.01870140404030099,0,0,0,0
ordinary,645,38,209,4,21,-14.659615850177751,-0.0002430526162535238,-0.02288137976839752,-0.004289240723729422,0,0,0,0
ordinary,646,203,275,21,28,-18.948003187521273,-0.004429888308936946,-0.031241097184862454,-0.006012253801131564,0,0,0,0
ordinary,647,194,273,20,28,-20.848320538438955,-0.030350214508381438,-0.08448910020661113,-0.015198216199187901,0,0,0,0
ordinary,648,197,362,20,37,-23.154771851543135,-0.025630475421784496,-0.07484504918056362,-0.013545334009129478,0,0,0,0
ordinary,649,190,368,20,37,-23.432273405360142,-0.02241373004724027,-0.06810013489165442,-0.012339735467162515,0,0,0,0
ordinary,650,206,378,21,38,-13.727373124525256,0.014116031488133361,0.006785198842735974,0.0008021814990971134,0,0,0,0
ordinary,651,194,373,20,38,-12.100808668927371,0.018830398823037487,0.016564749761199545,0.0028854468116388636,0,0,0,0
ordinary,652,31,197,4,20,-15.755780804230342,0.010469485687171494,-0.0011035720134697918,-0.0005063156404464409,0,0,0,0
ordinary,653,205,271,21,28,-17.85960576930282,-0.008637812530228616,-0.03993852074005631,-0.0073368005003884304,0,0,0,0
ordinary,654,166,374,17,38,-17.72029519330831,-0.004332618187022105,-0.031064337462876457,-0.005827788501656587,0,0,0,0
ordinary,655,199,361,20,37,-21.976456770806696,-0.0014086572903245144,-0.024881512550320138,-0.0047501179484567505,0,0,0,0
ordinary,656,164,366,17,37,-17.549943918533778,0.0018019223083335452,-0.01860209403637266,-0.003886207547640297,0,0,0,0
ordinary,657,195,370,20,38,-16.282030180455696,-0.0066977659026669694,-0.03656276230223824,-0.0070168161133494725,0,0,0,0
ordinary,658,193,275,20,28,-20.516771849463687,-0.006379626051533209,-0.03584010003358569,-0.006860794363481462,0,0,0,0
ordinary,659,166,379,17,38,-16.851010166479174,-0.002191464991322768,-0.026520611853918713,-0.004843469841093188,0,0,0,0
ordinary,660,165,274,17,28,-20.284764755397227,-0.0038654811474782137,-0.030161602825450266,-0.005703538528463523,0,0,0,0
ordinary,661,200,378,21,38,-15.414585038147708,-0.002748629394395827,-0.02749418945544739,-0.0050560914381507826,0,0,0,0
ordinary,662,164,270,17,28,-20.218618065685767,-0.025080872243744622,-0.07364689210770371,-0.013283106810012268,0,0,0,0
ordinary,663,33,368,4,37,-17.353951968405337,-0.007364379806879622,-0.037133581667090375,-0.006772378512123646,0,0,0,0
ordinary,664,85,360,9,37,-19.882716670494215,-0.009151975917118771,-0.04080228679674007,-0.007565631644347259,0,0,0,0
ordinary,665,36,203,4,21,-12.91606919695496,0.021394774246550823,0.021645794651178933,0.003743973829739223,0,0,0,0
ordinary,666,86,196,9,20,-16.15786362284824,-0.008240446693449536,-0.03887598069458385,-0.007144153819817143,0,0,0,0
ordinary,667,168,276,17,28,-19.398191613724393,0.0007007352057847454,-0.02061427478691723,-0.003919894783058226,0,0,0,0
ordinary,668,196,277,20,28,-19.723523168216968,-0.019239527785047356,-0.06171479419966293,-0.01125898588070257,0,0,0,0
ordinary,669,190,371,20,38,-12.884493399859902,0.016439355454912517,0.011446139102253658,0.001762437392674697,0,0,0,0
ordinary,670,36,360,4,37,-16.90793640472018,-0.004008847910382694,-0.030268124604201432,-0.0055464220263580465,0,0,0,0
