pair_id,left_index,right_index,left_path,right_path,left_identity,right_identity,target
929,242,254,s25/3.pgm,s26/5.pgm,25,26,0
930,0,7,s1/1.pgm,s1/8.pgm,1,1,1
931,386,388,s39/7.pgm,s39/9.pgm,39,39,1
932,140,341,s15/1.pgm,s35/2.pgm,15,35,0
933,223,307,s23/4.pgm,s31/8.pgm,23,31,0
934,61,63,s7/2.pgm,s7/4.pgm,7,7,1
935,235,242,s24/6.pgm,s25/3.pgm,24,25,0
936,48,234,s5/9.pgm,s24/5.pgm,5,24,0
937,59,213,s6/10.pgm,s22/4.pgm,6,22,0
938,341,349,s35/2.pgm,s35/10.pgm,35,35,1
939,344,348,s35/5.pgm,s35/9.pgm,35,35,1
940,314,316,s32/5.pgm,s32/7.pgm,32,32,1
941,232,234,s24/3.pgm,s24/5.pgm,24,24,1
942,117,136,s12/8.pgm,s14/7.pgm,12,14,0
943,222,227,s23/3.pgm,s23/8.pgm,23,23,1
944,122,225,s13/3.pgm,s23/6.pgm,13,23,0
945,130,352,s14/1.pgm,s36/3.pgm,14,36,0
946,68,69,s7/9.pgm,s7/10.pgm,7,7,1
947,126,128,s13/7.pgm,s13/9.pgm,13,13,1
948,6,330,s1/7.pgm,s34/1.pgm,1,34,0
949,120,121,s13/1.pgm,s13/2.pgm,13,13,1
950,116,381,s12/7.pgm,s39/2.pgm,12,39,0
951,230,236,s24/1.pgm,s24/7.pgm,24,24,1
952,138,260,s14/9.pgm,s27/1.pgm,14,27,0
953,64,67,s7/5.pgm,s7/8.pgm,7,7,1
954,123,222,s13/4.pgm,s23/3.pgm,13,23,0
955,333,339,s34/4.pgm,s34/10.pgm,34,34,1
956,4,251,s1/5.pgm,s26/2.pgm,1,26,0
957,110,125,s12/1.pgm,s13/6.pgm,12,13,0
958,77,300,s8/8.pgm,s31/1.pgm,8,31,0
959,6,7,s1/7.pgm,s1/8.pgm,1,1,1
960,250,252,s26/1.pgm,s26/3.pgm,26,26,1
961,344,346,s35/5.pgm,s35/7.pgm,35,35,1
962,128,385,s13/9.pgm,s39/6.pgm,13,39,0
963,280,283,s29/1.pgm,s29/4.pgm,29,29,1
964,311,312,s32/2.pgm,s32/3.pgm,32,32,1
965,301,339,s31/2.pgm,s34/10.pgm,31,34,0
966,353,356,s36/4.pgm,s36/7.pgm,36,36,1
967,60,63,s7/1.pgm,s7/4.pgm,7,7,1
968,321,327,s33/2.pgm,s33/8.pgm,33,33,1
969,213,303,s22/4.pgm,s31/4.pgm,22,31,0
970,119,312,s12/10.pgm,s32/3.pgm,12,32,0
971,351,357,s36/2.pgm,s36/8.pgm,36,36,1
972,112,239,s12/3.pgm,s24/10.pgm,12,24,0
973,126,127,s13/7.pgm,s13/8.pgm,13,13,1
974,381,383,s39/2.pgm,s39/4.pgm,39,39,1
975,310,314,s32/1.pgm,s32/5.pgm,32,32,1
976,260,268,s27/1.pgm,s27/9.pgm,27,27,1
977,340,349,s35/1.pgm,s35/10.pgm,35,35,1
978,326,329,s33/7.pgm,s33/10.pgm,33,33,1
979,64,126,s7/5.pgm,s13/7.pgm,7,13,0
980,266,306,s27/7.pgm,s31/7.pgm,27,31,0
981,333,337,s34/4.pgm,s34/8.pgm,34,34,1
982,131,304,s14/2.pgm,s31/5.pgm,14,31,0
983,217,289,s22/8.pgm,s29/10.pgm,22,29,0
984,46,136,s5/7.pgm,s14/7.pgm,5,14,0
985,133,257,s14/4.pgm,s26/8.pgm,14,26,0
986,137,219,s14/8.pgm,s22/10.pgm,14,22,0
987,21,23,s3/2.pgm,s3/4.pgm,3,3,1
988,130,242,s14/1.pgm,s25/3.pgm,14,25,0
989,74,237,s8/5.pgm,s24/8.pgm,8,24,0
990,129,381,s13/10.pgm,s39/2.pgm,13,39,0
991,60,343,s7/1.pgm,s35/4.pgm,7,35,0
992,8,72,s1/9.pgm,s8/3.pgm,1,8,0
993,315,318,s32/6.pgm,s32/9.pgm,32,32,1
994,7,389,s1/8.pgm,s39/10.pgm,1,39,0
995,225,228,s23/6.pgm,s23/9.pgm,23,23,1
996,313,318,s32/4.pgm,s32/9.pgm,32,32,1
997,55,337,s6/6.pgm,s34/8.pgm,6,34,0
998,118,313,s12/9.pgm,s32/4.pgm,12,32,0
999,56,220,s6/7.pgm,s23/1.pgm,6,23,0
1000,63,68,s7/4.pgm,s7/9.pgm,7,7,1
1001,41,313,s5/2.pgm,s32/4.pgm,5,32,0
1002,29,282,s3/10.pgm,s29/3.pgm,3,29,0
1003,112,358,s12/3.pgm,s36/9.pgm,12,36,0
1004,308,351,s31/9.pgm,s36/2.pgm,31,36,0
1005,334,388,s34/5.pgm,s39/9.pgm,34,39,0
1006,238,359,s24/9.pgm,s36/10.pgm,24,36,0
1007,343,345,s35/4.pgm,s35/6.pgm,35,35,1
1008,213,288,s22/4.pgm,s29/9.pgm,22,29,0
1009,332,335,s34/3.pgm,s34/6.pgm,34,34,1
1010,382,383,s39/3.pgm,s39/4.pgm,39,39,1
1011,5,235,s1/6.pgm,s24/6.pgm,1,24,0
1012,248,349,s25/9.pgm,s35/10.pgm,25,35,0
1013,340,344,s35/1.pgm,s35/5.pgm,35,35,1
1014,28,111,s3/9.pgm,s12/2.pgm,3,12,0
1015,143,146,s15/4.pgm,s15/7.pgm,15,15,1
1016,22,25,s3/3.pgm,s3/6.pgm,3,3,1
1017,5,387,s1/6.pgm,s39/8.pgm,1,39,0
1018,144,286,s15/5.pgm,s29/7.pgm,15,29,0
1019,73,110,s8/4.pgm,s12/1.pgm,8,12,0
1020,146,149,s15/7.pgm,s15/10.pgm,15,15,1
1021,25,26,s3/6.pgm,s3/7.pgm,3,3,1
1022,139,322,s14/10.pgm,s33/3.pgm,14,33,0
1023,248,316,s25/9.pgm,s32/7.pgm,25,32,0
1024,241,249,s25/2.pgm,s25/10.pgm,25,25,1
1025,269,284,s27/10.pgm,s29/5.pgm,27,29,0
1026,223,383,s23/4.pgm,s39/4.pgm,23,39,0
1027,129,331,s13/10.pgm,s34/2.pgm,13,34,0
1028,61,130,s7/2.pgm,s14/1.pgm,7,14,0
1029,387,389,s39/8.pgm,s39/10.pgm,39,39,1
1030,59,73,s6/10.pgm,s8/4.pgm,6,8,0
1031,134,137,s14/5.pgm,s14/8.pgm,14,14,1
1032,330,339,s34/1.pgm,s34/10.pgm,34,34,1
1033,221,322,s23/2.pgm,s33/3.pgm,23,33,0
1034,22,26,s3/3.pgm,s3/7.pgm,3,3,1
1035,251,255,s26/2.pgm,s26/6.pgm,26,26,1
1036,312,316,s32/3.pgm,s32/7.pgm,32,32,1
1037,287,386,s29/8.pgm,s39/7.pgm,29,39,0
1038,241,383,s25/2.pgm,s39/4.pgm,25,39,0
1039,131,133,s14/2.pgm,s14/4.pgm,14,14,1
1040,1,7,s1/2.pgm,s1/8.pgm,1,1,1
1041,311,316,s32/2.pgm,s32/7.pgm,32,32,1
1042,141,146,s15/2.pgm,s15/7.pgm,15,15,1
1043,247,335,s25/8.pgm,s34/6.pgm,25,34,0
1044,40,380,s5/1.pgm,s39/1.pgm,5,39,0
1045,262,264,s27/3.pgm,s27/5.pgm,27,27,1
1046,210,217,s22/1.pgm,s22/8.pgm,22,22,1
1047,224,259,s23/5.pgm,s26/10.pgm,23,26,0
1048,222,224,s23/3.pgm,s23/5.pgm,23,23,1
1049,342,345,s35/3.pgm,s35/6.pgm,35,35,1
1050,343,348,s35/4.pgm,s35/9.pgm,35,35,1
1051,256,389,s26/7.pgm,s39/10.pgm,26,39,0
1052,61,133,s7/2.pgm,s14/4.pgm,7,14,0
1053,222,229,s23/3.pgm,s23/10.pgm,23,23,1
1054,311,356,s32/2.pgm,s36/7.pgm,32,36,0
1055,148,149,s15/9.pgm,s15/10.pgm,15,15,1
1056,76,211,s8/7.pgm,s22/2.pgm,8,22,0
1057,354,358,s36/5.pgm,s36/9.pgm,36,36,1
1058,115,300,s12/6.pgm,s31/1.pgm,12,31,0
1059,52,54,s6/3.pgm,s6/5.pgm,6,6,1
1060,140,141,s15/1.pgm,s15/2.pgm,15,15,1
1061,112,136,s12/3.pgm,s14/7.pgm,12,14,0
1062,73,74,s8/4.pgm,s8/5.pgm,8,8,1
1063,223,381,s23/4.pgm,s39/2.pgm,23,39,0
1064,66,69,s7/7.pgm,s7/10.pgm,7,7,1
1065,136,389,s14/7.pgm,s39/10.pgm,14,39,0
1066,144,224,s15/5.pgm,s23/5.pgm,15,23,0
1067,282,300,s29/3.pgm,s31/1.pgm,29,31,0
1068,149,224,s15/10.pgm,s23/5.pgm,15,23,0
1069,126,129,s13/7.pgm,s13/10.pgm,13,13,1
1070,59,131,s6/10.pgm,s14/2.pgm,6,14,0
1071,62,230,s7/3.pgm,s24/1.pgm,7,24,0
1072,62,68,s7/3.pgm,s7/9.pgm,7,7,1
1073,110,118,s12/1.pgm,s12/9.pgm,12,12,1
1074,214,251,s22/5.pgm,s26/2.pgm,22,26,0
1075,235,388,s24/6.pgm,s39/9.pgm,24,39,0
1076,42,120,s5/3.pgm,s13/1.pgm,5,13,0
1077,352,355,s36/3.pgm,s36/6.pgm,36,36,1
1078,61,69,s7/2.pgm,s7/10.pgm,7,7,1
1079,22,242,s3/3.pgm,s25/3.pgm,3,25,0
1080,58,289,s6/9.pgm,s29/10.pgm,6,29,0
1081,53,55,s6/4.pgm,s6/6.pgm,6,6,1
1082,229,340,s23/10.pgm,s35/1.pgm,23,35,0
1083,342,344,s35/3.pgm,s35/5.pgm,35,35,1
1084,234,239,s24/5.pgm,s24/10.pgm,24,24,1
1085,67,258,s7/8.pgm,s26/9.pgm,7,26,0
1086,146,321,s15/7.pgm,s33/2.pgm,15,33,0
1087,124,126,s13/5.pgm,s13/7.pgm,13,13,1
1088,3,5,s1/4.pgm,s1/6.pgm,1,1,1
1089,231,244,s24/2.pgm,s25/5.pgm,24,25,0
1090,50,319,s6/1.pgm,s32/10.pgm,6,32,0
1091,250,255,s26/1.pgm,s26/6.pgm,26,26,1
1092,128,233,s13/9.pgm,s24/4.pgm,13,24,0
1093,54,302,s6/5.pgm,s31/3.pgm,6,31,0
1094,301,302,s31/2.pgm,s31/3.pgm,31,31,1
1095,26,29,s3/7.pgm,s3/10.pgm,3,3,1
1096,343,347,s35/4.pgm,s35/8.pgm,35,35,1
1097,40,311,s5/1.pgm,s32/2.pgm,5,32,0
1098,220,223,s23/1.pgm,s23/4.pgm,23,23,1
1099,239,259,s24/10.pgm,s26/10.pgm,24,26,0
1100,140,143,s15/1.pgm,s15/4.pgm,15,15,1
1101,26,288,s3/7.pgm,s29/9.pgm,3,29,0
1102,222,264,s23/3.pgm,s27/5.pgm,23,27,0
1103,350,352,s36/1.pgm,s36/3.pgm,36,36,1
1104,142,148,s15/3.pgm,s15/9.pgm,15,15,1
1105,136,259,s14/7.pgm,s26/10.pgm,14,26,0
1106,134,139,s14/5.pgm,s14/10.pgm,14,14,1
1107,76,79,s8/7.pgm,s8/10.pgm,8,8,1
1108,218,351,s22/9.pgm,s36/2.pgm,22,36,0
1109,42,301,s5/3.pgm,s31/2.pgm,5,31,0
1110,331,338,s34/2.pgm,s34/9.pgm,34,34,1
1111,52,58,s6/3.pgm,s6/9.pgm,6,6,1
1112,330,337,s34/1.pgm,s34/8.pgm,34,34,1
1113,224,355,s23/5.pgm,s36/6.pgm,23,36,0
1114,354,357,s36/5.pgm,s36/8.pgm,36,36,1
1115,331,336,s34/2.pgm,s34/7.pgm,34,34,1
1116,29,383,s3/10.pgm,s39/4.pgm,3,39,0
1117,3,282,s1/4.pgm,s29/3.pgm,1,29,0
1118,216,289,s22/7.pgm,s29/10.pgm,22,29,0
1119,246,338,s25/7.pgm,s34/9.pgm,25,34,0
1120,110,312,s12/1.pgm,s32/3.pgm,12,32,0
1121,311,318,s32/2.pgm,s32/9.pgm,32,32,1
1122,280,286,s29/1.pgm,s29/7.pgm,29,29,1
1123,305,308,s31/6.pgm,s31/9.pgm,31,31,1
1124,60,64,s7/1.pgm,s7/5.pgm,7,7,1
1125,47,225,s5/8.pgm,s23/6.pgm,5,23,0
1126,314,318,s32/5.pgm,s32/9.pgm,32,32,1
1127,220,257,s23/1.pgm,s26/8.pgm,23,26,0
1128,132,256,s14/3.pgm,s26/7.pgm,14,26,0
1129,217,240,s22/8.pgm,s25/1.pgm,22,25,0
1130,313,316,s32/4.pgm,s32/7.pgm,32,32,1
1131,25,268,s3/6.pgm,s27/9.pgm,3,27,0
1132,45,113,s5/6.pgm,s12/4.pgm,5,12,0
1133,61,261,s7/2.pgm,s27/2.pgm,7,27,0
1134,71,353,s8/2.pgm,s36/4.pgm,8,36,0
1135,248,249,s25/9.pgm,s25/10.pgm,25,25,1
1136,320,326,s33/1.pgm,s33/7.pgm,33,33,1
1137,132,236,s14/3.pgm,s24/7.pgm,14,24,0
1138,228,262,s23/9.pgm,s27/3.pgm,23,27,0
1139,113,315,s12/4.pgm,s32/6.pgm,12,32,0
1140,55,326,s6/6.pgm,s33/7.pgm,6,33,0
1141,261,268,s27/2.pgm,s27/9.pgm,27,27,1
1142,320,329,s33/1.pgm,s33/10.pgm,33,33,1
1143,336,350,s34/7.pgm,s36/1.pgm,34,36,0
1144,253,259,s26/4.pgm,s26/10.pgm,26,26,1
1145,212,310,s22/3.pgm,s32/1.pgm,22,32,0
1146,210,212,s22/1.pgm,s22/3.pgm,22,22,1
1147,133,306,s14/4.pgm,s31/7.pgm,14,31,0
1148,139,333,s14/10.pgm,s34/4.pgm,14,34,0
1149,5,9,s1/6.pgm,s1/10.pgm,1,1,1
1150,72,251,s8/3.pgm,s26/2.pgm,8,26,0
1151,0,75,s1/1.pgm,s8/6.pgm,1,8,0
1152,60,305,s7/1.pgm,s31/6.pgm,7,31,0
1153,349,352,s35/10.pgm,s36/3.pgm,35,36,0
1154,316,319,s32/7.pgm,s32/10.pgm,32,32,1
1155,122,125,s13/3.pgm,s13/6.pgm,13,13,1
1156,212,215,s22/3.pgm,s22/6.pgm,22,22,1
1157,4,5,s1/5.pgm,s1/6.pgm,1,1,1
1158,67,125,s7/8.pgm,s13/6.pgm,7,13,0
1159,148,222,s15/9.pgm,s23/3.pgm,15,23,0
1160,226,228,s23/7.pgm,s23/9.pgm,23,23,1
1161,46,210,s5/7.pgm,s22/1.pgm,5,22,0
1162,50,57,s6/1.pgm,s6/8.pgm,6,6,1
1163,20,327,s3/1.pgm,s33/8.pgm,3,33,0
1164,123,124,s13/4.pgm,s13/5.pgm,13,13,1
1165,25,110,s3/6.pgm,s12/1.pgm,3,12,0
1166,112,117,s12/3.pgm,s12/8.pgm,12,12,1
1167,138,319,s14/9.pgm,s32/10.pgm,14,32,0
1168,46,327,s5/7.pgm,s33/8.pgm,5,33,0
1169,235,246,s24/6.pgm,s25/7.pgm,24,25,0
1170,57,317,s6/8.pgm,s32/8.pgm,6,32,0
1171,248,358,s25/9.pgm,s36/9.pgm,25,36,0
1172,221,226,s23/2.pgm,s23/7.pgm,23,23,1
1173,41,45,s5/2.pgm,s5/6.pgm,5,5,1
1174,351,354,s36/2.pgm,s36/5.pgm,36,36,1
1175,69,386,s7/10.pgm,s39/7.pgm,7,39,0
1176,58,130,s6/9.pgm,s14/1.pgm,6,14,0
1177,62,63,s7/3.pgm,s7/4.pgm,7,7,1
1178,317,318,s32/8.pgm,s32/9.pgm,32,32,1
1179,61,62,s7/2.pgm,s7/3.pgm,7,7,1
1180,119,339,s12/10.pgm,s34/10.pgm,12,34,0
1181,301,341,s31/2.pgm,s35/2.pgm,31,35,0
1182,62,65,s7/3.pgm,s7/6.pgm,7,7,1
1183,229,328,s23/10.pgm,s33/9.pgm,23,33,0
1184,54,55,s6/5.pgm,s6/6.pgm,6,6,1
1185,113,114,s12/4.pgm,s12/5.pgm,12,12,1
1186,46,47,s5/7.pgm,s5/8.pgm,5,5,1
1187,127,129,s13/8.pgm,s13/10.pgm,13,13,1
1188,235,236,s24/6.pgm,s24/7.pgm,24,24,1
1189,132,137,s14/3.pgm,s14/8.pgm,14,14,1
1190,242,248,s25/3.pgm,s25/9.pgm,25,25,1
1191,121,122,s13/2.pgm,s13/3.pgm,13,13,1
1192,316,318,s32/7.pgm,s32/9.pgm,32,32,1
1193,234,238,s24/5.pgm,s24/9.pgm,24,24,1
1194,312,326,s32/3.pgm,s33/7.pgm,32,33,0
1195,223,386,s23/4.pgm,s39/7.pgm,23,39,0
1196,115,118,s12/6.pgm,s12/9.pgm,12,12,1
1197,239,315,s24/10.pgm,s32/6.pgm,24,32,0
1198,60,61,s7/1.pgm,s7/2.pgm,7,7,1
1199,4,343,s1/5.pgm,s35/4.pgm,1,35,0
1200,71,133,s8/2.pgm,s14/4.pgm,8,14,0
1201,74,268,s8/5.pgm,s27/9.pgm,8,27,0
1202,3,9,s1/4.pgm,s1/10.pgm,1,1,1
1203,3,75,s1/4.pgm,s8/6.pgm,1,8,0
1204,341,352,s35/2.pgm,s36/3.pgm,35,36,0
1205,265,266,s27/6.pgm,s27/7.pgm,27,27,1
1206,312,315,s32/3.pgm,s32/6.pgm,32,32,1
1207,61,66,s7/2.pgm,s7/7.pgm,7,7,1
1208,332,334,s34/3.pgm,s34/5.pgm,34,34,1
1209,75,76,s8/6.pgm,s8/7.pgm,8,8,1
1210,28,380,s3/9.pgm,s39/1.pgm,3,39,0
1211,44,265,s5/5.pgm,s27/6.pgm,5,27,0
1212,58,306,s6/9.pgm,s31/7.pgm,6,31,0
1213,335,341,s34/6.pgm,s35/2.pgm,34,35,0
1214,51,54,s6/2.pgm,s6/5.pgm,6,6,1
1215,60,269,s7/1.pgm,s27/10.pgm,7,27,0
1216,250,352,s26/1.pgm,s36/3.pgm,26,36,0
1217,62,238,s7/3.pgm,s24/9.pgm,7,24,0
1218,282,284,s29/3.pgm,s29/5.pgm,29,29,1
1219,134,138,s14/5.pgm,s14/9.pgm,14,14,1
1220,348,349,s35/9.pgm,s35/10.pgm,35,35,1
1221,132,262,s14/3.pgm,s27/3.pgm,14,27,0
1222,53,57,s6/4.pgm,s6/8.pgm,6,6,1
1223,56,58,s6/7.pgm,s6/9.pgm,6,6,1
1224,283,380,s29/4.pgm,s39/1.pgm,29,39,0
1225,52,56,s6/3.pgm,s6/7.pgm,6,6,1
1226,47,241,s5/8.pgm,s25/2.pgm,5,25,0
1227,25,28,s3/6.pgm,s3/9.pgm,3,3,1
1228,76,138,s8/7.pgm,s14/9.pgm,8,14,0
1229,243,249,s25/4.pgm,s25/10.pgm,25,25,1
1230,124,242,s13/5.pgm,s25/3.pgm,13,25,0
1231,24,309,s3/5.pgm,s31/10.pgm,3,31,0
1232,148,333,s15/9.pgm,s34/4.pgm,15,34,0
1233,54,309,s6/5.pgm,s31/10.pgm,6,31,0
1234,79,255,s8/10.pgm,s26/6.pgm,8,26,0
1235,127,243,s13/8.pgm,s25/4.pgm,13,25,0
1236,48,249,s5/9.pgm,s25/10.pgm,5,25,0
1237,65,351,s7/6.pgm,s36/2.pgm,7,36,0
1238,145,332,s15/6.pgm,s34/3.pgm,15,34,0
1239,135,258,s14/6.pgm,s26/9.pgm,14,26,0
1240,0,6,s1/1.pgm,s1/7.pgm,1,1,1
1241,357,358,s36/8.pgm,s36/9.pgm,36,36,1
1242,50,58,s6/1.pgm,s6/9.pgm,6,6,1
1243,114,119,s12/5.pgm,s12/10.pgm,12,12,1
1244,124,344,s13/5.pgm,s35/5.pgm,13,35,0
1245,284,289,s29/5.pgm,s29/10.pgm,29,29,1
1246,334,339,s34/5.pgm,s34/10.pgm,34,34,1
1247,42,48,s5/3.pgm,s5/9.pgm,5,5,1
1248,251,253,s26/2.pgm,s26/4.pgm,26,26,1
1249,232,237,s24/3.pgm,s24/8.pgm,24,24,1
1250,6,9,s1/7.pgm,s1/10.pgm,1,1,1
1251,113,261,s12/4.pgm,s27/2.pgm,12,27,0
1252,224,349,s23/5.pgm,s35/10.pgm,23,35,0
1253,232,236,s24/3.pgm,s24/7.pgm,24,24,1
1254,0,1,s1/1.pgm,s1/2.pgm,1,1,1
1255,42,46,s5/3.pgm,s5/7.pgm,5,5,1
1256,146,316,s15/7.pgm,s32/7.pgm,15,32,0
1257,71,72,s8/2.pgm,s8/3.pgm,8,8,1
1258,65,119,s7/6.pgm,s12/10.pgm,7,12,0
1259,24,27,s3/5.pgm,s3/8.pgm,3,3,1
1260,135,136,s14/6.pgm,s14/7.pgm,14,14,1
1261,212,217,s22/3.pgm,s22/8.pgm,22,22,1
1262,258,265,s26/9.pgm,s27/6.pgm,26,27,0
1263,72,74,s8/3.pgm,s8/5.pgm,8,8,1
1264,149,214,s15/10.pgm,s22/5.pgm,15,22,0
1265,72,382,s8/3.pgm,s39/3.pgm,8,39,0
1266,342,389,s35/3.pgm,s39/10.pgm,35,39,0
1267,233,245,s24/4.pgm,s25/6.pgm,24,25,0
1268,132,218,s14/3.pgm,s22/9.pgm,14,22,0
1269,261,264,s27/2.pgm,s27/5.pgm,27,27,1
1270,220,359,s23/1.pgm,s36/10.pgm,23,36,0
1271,131,351,s14/2.pgm,s36/2.pgm,14,36,0
1272,330,334,s34/1.pgm,s34/5.pgm,34,34,1
1273,303,355,s31/4.pgm,s36/6.pgm,31,36,0
1274,302,336,s31/3.pgm,s34/7.pgm,31,34,0
1275,253,254,s26/4.pgm,s26/5.pgm,26,26,1
1276,233,235,s24/4.pgm,s24/6.pgm,24,24,1
1277,62,234,s7/3.pgm,s24/5.pgm,7,24,0
1278,55,302,s6/6.pgm,s31/3.pgm,6,31,0
1279,53,59,s6/4.pgm,s6/10.pgm,6,6,1
1280,213,217,s22/4.pgm,s22/8.pgm,22,22,1
1281,282,289,s29/3.pgm,s29/10.pgm,29,29,1
1282,302,305,s31/3.pgm,s31/6.pgm,31,31,1
1283,311,388,s32/2.pgm,s39/9.pgm,32,39,0
1284,141,142,s15/2.pgm,s15/3.pgm,15,15,1
1285,217,246,s22/8.pgm,s25/7.pgm,22,25,0
1286,139,281,s14/10.pgm,s29/2.pgm,14,29,0
1287,143,389,s15/4.pgm,s39/10.pgm,15,39,0
1288,243,248,s25/4.pgm,s25/9.pgm,25,25,1
1289,60,69,s7/1.pgm,s7/10.pgm,7,7,1
1290,244,245,s25/5.pgm,s25/6.pgm,25,25,1
1291,72,73,s8/3.pgm,s8/4.pgm,8,8,1
1292,244,246,s25/5.pgm,s25/7.pgm,25,25,1
1293,255,256,s26/6.pgm,s26/7.pgm,26,26,1
1294,301,304,s31/2.pgm,s31/5.pgm,31,31,1
1295,21,27,s3/2.pgm,s3/8.pgm,3,3,1
1296,111,116,s12/2.pgm,s12/7.pgm,12,12,1
1297,41,43,s5/2.pgm,s5/4.pgm,5,5,1
1298,350,353,s36/1.pgm,s36/4.pgm,36,36,1
1299,52,263,s6/3.pgm,s27/4.pgm,6,27,0
1300,127,218,s13/8.pgm,s22/9.pgm,13,22,0
1301,56,223,s6/7.pgm,s23/4.pgm,6,23,0
1302,149,265,s15/10.pgm,s27/6.pgm,15,27,0
1303,251,256,s26/2.pgm,s26/7.pgm,26,26,1
1304,121,314,s13/2.pgm,s32/5.pgm,13,32,0
1305,130,287,s14/1.pgm,s29/8.pgm,14,29,0
1306,59,301,s6/10.pgm,s31/2.pgm,6,31,0
1307,353,354,s36/4.pgm,s36/5.pgm,36,36,1
1308,142,149,s15/3.pgm,s15/10.pgm,15,15,1
1309,122,129,s13/3.pgm,s13/10.pgm,13,13,1
1310,112,143,s12/3.pgm,s15/4.pgm,12,15,0
1311,110,115,s12/1.pgm,s12/6.pgm,12,12,1
1312,219,263,s22/10.pgm,s27/4.pgm,22,27,0
1313,310,315,s32/1.pgm,s32/6.pgm,32,32,1
1314,148,213,s15/9.pgm,s22/4.pgm,15,22,0
1315,124,130,s13/5.pgm,s14/1.pgm,13,14,0
1316,266,269,s27/7.pgm,s27/10.pgm,27,27,1
1317,282,332,s29/3.pgm,s34/3.pgm,29,34,0
1318,259,327,s26/10.pgm,s33/8.pgm,26,33,0
1319,22,259,s3/3.pgm,s26/10.pgm,3,26,0
1320,213,218,s22/4.pgm,s22/9.pgm,22,22,1
1321,212,344,s22/3.pgm,s35/5.pgm,22,35,0
1322,359,389,s36/10.pgm,s39/10.pgm,36,39,0
1323,341,386,s35/2.pgm,s39/7.pgm,35,39,0
1324,76,232,s8/7.pgm,s24/3.pgm,8,24,0
1325,351,352,s36/2.pgm,s36/3.pgm,36,36,1
1326,70,77,s8/1.pgm,s8/8.pgm,8,8,1
1327,75,118,s8/6.pgm,s12/9.pgm,8,12,0
1328,251,265,s26/2.pgm,s27/6.pgm,26,27,0
1329,61,129,s7/2.pgm,s13/10.pgm,7,13,0
1330,2,7,s1/3.pgm,s1/8.pgm,1,1,1
1331,73,75,s8/4.pgm,s8/6.pgm,8,8,1
1332,319,353,s32/10.pgm,s36/4.pgm,32,36,0
1333,47,75,s5/8.pgm,s8/6.pgm,5,8,0
1334,224,225,s23/5.pgm,s23/6.pgm,23,23,1
1335,323,329,s33/4.pgm,s33/10.pgm,33,33,1
1336,140,381,s15/1.pgm,s39/2.pgm,15,39,0
1337,63,260,s7/4.pgm,s27/1.pgm,7,27,0
1338,243,244,s25/4.pgm,s25/5.pgm,25,25,1
1339,41,219,s5/2.pgm,s22/10.pgm,5,22,0
1340,71,139,s8/2.pgm,s14/10.pgm,8,14,0
1341,44,49,s5/5.pgm,s5/10.pgm,5,5,1
1342,43,46,s5/4.pgm,s5/7.pgm,5,5,1
1343,243,284,s25/4.pgm,s29/5.pgm,25,29,0
1344,321,386,s33/2.pgm,s39/7.pgm,33,39,0
1345,214,250,s22/5.pgm,s26/1.pgm,22,26,0
1346,311,315,s32/2.pgm,s32/6.pgm,32,32,1
1347,9,140,s1/10.pgm,s15/1.pgm,1,15,0
1348,220,221,s23/1.pgm,s23/2.pgm,23,23,1
1349,20,142,s3/1.pgm,s15/3.pgm,3,15,0
1350,62,129,s7/3.pgm,s13/10.pgm,7,13,0
1351,236,239,s24/7.pgm,s24/10.pgm,24,24,1
1352,113,116,s12/4.pgm,s12/7.pgm,12,12,1
1353,47,119,s5/8.pgm,s12/10.pgm,5,12,0
1354,55,58,s6/6.pgm,s6/9.pgm,6,6,1
1355,303,304,s31/4.pgm,s31/5.pgm,31,31,1
1356,318,324,s32/9.pgm,s33/5.pgm,32,33,0
1357,78,148,s8/9.pgm,s15/9.pgm,8,15,0
1358,245,286,s25/6.pgm,s29/7.pgm,25,29,0
1359,50,55,s6/1.pgm,s6/6.pgm,6,6,1
1360,264,269,s27/5.pgm,s27/10.pgm,27,27,1
1361,309,327,s31/10.pgm,s33/8.pgm,31,33,0
1362,74,262,s8/5.pgm,s27/3.pgm,8,27,0
1363,135,261,s14/6.pgm,s27/2.pgm,14,27,0
1364,2,5,s1/3.pgm,s1/6.pgm,1,1,1
1365,147,148,s15/8.pgm,s15/9.pgm,15,15,1
1366,3,124,s1/4.pgm,s13/5.pgm,1,13,0
1367,26,286,s3/7.pgm,s29/7.pgm,3,29,0
1368,70,233,s8/1.pgm,s24/4.pgm,8,24,0
1369,73,77,s8/4.pgm,s8/8.pgm,8,8,1
1370,20,28,s3/1.pgm,s3/9.pgm,3,3,1
1371,5,234,s1/6.pgm,s24/5.pgm,1,24,0
1372,300,346,s31/1.pgm,s35/7.pgm,31,35,0
1373,214,215,s22/5.pgm,s22/6.pgm,22,22,1
1374,122,305,s13/3.pgm,s31/6.pgm,13,31,0
1375,214,218,s22/5.pgm,s22/9.pgm,22,22,1
1376,216,255,s22/7.pgm,s26/6.pgm,22,26,0
1377,113,227,s12/4.pgm,s23/8.pgm,12,23,0
1378,76,348,s8/7.pgm,s35/9.pgm,8,35,0
1379,321,323,s33/2.pgm,s33/4.pgm,33,33,1
1380,221,228,s23/2.pgm,s23/9.pgm,23,23,1
