pair_id,left_index,right_index,target,raw_score,pca_score
1070,59,131,0,-33.00876135644164,-32.60848158757722
1071,62,230,0,-18.552762123854233,-17.682748865400008
1072,62,68,1,-11.357218478035408,-10.030119761791443
1073,110,118,1,-12.895256909512506,-11.76922467916576
1074,214,251,0,-23.613476291255694,-23.00473558319568
1075,235,388,0,-20.986529951951187,-20.328220147497685
1076,42,120,0,-15.978014535878504,-15.0098654081743
1077,352,355,1,-17.394888265630968,-16.744402224368535
1078,61,69,1,-13.107761147029665,-11.813463683763521
1079,22,242,0,-15.104166225409765,-14.155399081205072
1080,58,289,0,-27.952118252437128,-27.504169196544613
1081,53,55,1,-10.720427605472924,-8.90952120091669
1082,229,340,0,-19.616081589601205,-19.038303175235562
1083,342,344,1,-13.408979699711594,-11.662330801218896
1084,234,239,1,-17.785977723495208,-16.96211379115019
1085,67,258,0,-20.216552794833547,-19.587920134305243
1086,146,321,0,-20.283635677930533,-19.663398629715527
1087,124,126,1,-13.150377814611733,-12.15995427917862
1088,3,5,1,-13.833230781296855,-12.378030644228707
1089,231,244,0,-23.8806101900584,-23.1825860643811
1090,50,319,0,-24.26638464893361,-23.626322099407297
1091,250,255,1,-10.167875408330923,-7.975525761122413
1092,128,233,0,-22.433170304986472,-21.83985124863518
1093,54,302,0,-27.828488145054035,-27.277285597649875
1094,301,302,1,-13.427936987934949,-12.697352688796542
1095,26,29,1,-15.513420673045902,-14.517317066430667
1096,343,347,1,-13.212205683943106,-11.772323554313783
1097,40,311,0,-18.91283372741,-18.345756594735846
1098,220,223,1,-14.285465878079005,-13.341696461091878
1099,239,259,0,-22.542865176116745,-21.858426983740507
1100,140,143,1,-9.688802098126478,-7.2748814120137
1101,26,288,0,-23.706351323977408,-23.131362024321948
1102,222,264,0,-26.86099378119846,-26.40416011656656
1103,350,352,1,-16.873114225998172,-16.37826813384127
1104,142,148,1,-16.414830022367706,-15.338783984977512
1105,136,259,0,-22.984464841477593,-22.463024298135554
1106,134,139,1,-18.94205872308983,-18.686240301043984
1107,76,79,1,-15.247762129692372,-14.32495323686794
1108,218,351,0,-22.203183645929702,-21.61803383919714
1109,42,301,0,-22.556636072187633,-22.10760335556764
1110,331,338,1,-13.468146415795182,-12.675068348688587
1111,52,58,1,-15.817407981966246,-15.038388996057634
1112,330,337,1,-12.232957061256156,-11.370312887189115
1113,224,355,0,-23.071867680784937,-22.618857933040132
1114,354,357,1,-16.819651907457605,-16.317738616635076
1115,331,336,1,-16.348078550292467,-15.91859242924805
1116,29,383,0,-26.719807618984365,-26.172893369982525
1117,3,282,0,-32.57563664482851,-32.13191401532122
1118,216,289,0,-15.549114493958905,-14.564689390870187
1119,246,338,0,-22.742350909413847,-22.148643368176902
1120,110,312,0,-20.377497076840648,-19.80674276482731
1121,311,318,1,-17.85254102252369,-17.297985810492555
1122,280,286,1,-12.694342239854551,-11.074587708091522
1123,305,308,1,-14.188114381178734,-13.256635937960771
1124,60,64,1,-11.046397703151996,-9.167517957805812
1125,47,225,0,-19.137857391397006,-18.542964333715968
1126,314,318,1,-14.115016013198966,-13.230555474529258
1127,220,257,0,-20.013272564595773,-19.22235311872782
1128,132,256,0,-20.788587142785012,-20.211601965540574
1129,217,240,0,-22.73939297295478,-22.061923707483693
1130,313,316,1,-20.365448030866574,-20.163375193815693
1131,25,268,0,-18.759518254443524,-18.183408513268084
1132,45,113,0,-18.825673252169743,-18.130040281136477
1133,61,261,0,-24.448330787500673,-24.133361778553382
1134,71,353,0,-26.154707755601052,-25.77036205096127
1135,248,249,1,-11.847370690550122,-10.274423791776359
1136,320,326,1,-12.484153880539935,-10.978354384746613
1137,132,236,0,-25.587852709151754,-25.08831766747952
1138,228,262,0,-25.441602287465116,-24.923323302943093
1139,113,315,0,-19.546741343835553,-18.912370511395263
1140,55,326,0,-24.5626444719421,-23.919557479465816
1141,261,268,1,-18.76036604943254,-18.198507995337074
1142,320,329,1,-13.922325658200265,-12.987363441283154
1143,336,350,0,-31.083091811825042,-30.941218593695478
1144,253,259,1,-10.334244422040756,-8.055229895290191
1145,212,310,0,-26.055423102110442,-25.63969082033134
1146,210,212,1,-9.279101160503803,-6.98918095059766
1147,133,306,0,-27.21417317589438,-26.790373203026334
1148,139,333,0,-22.42837588725373,-22.12329676036046
1149,5,9,1,-21.811980403143412,-21.36642522271919
1150,72,251,0,-22.40059204974719,-21.885765775929574
1151,0,75,0,-17.03787571416134,-16.27106276014105
1152,60,305,0,-21.90987585907423,-21.241078521277153
1153,349,352,0,-21.188626385342367,-20.700246410547248
1154,316,319,1,-17.116551473842147,-16.708308803228192
1155,122,125,1,-16.68073093044517,-16.029094805169127
1156,212,215,1,-12.511273764179156,-11.244971822648955
1157,4,5,1,-19.765691778406122,-19.301458305290982
1158,67,125,0,-23.752675210761893,-23.426113415503245
1159,148,222,0,-19.187600603167358,-18.50587447298263
1160,226,228,1,-13.541726998922254,-12.350834696667293
1161,46,210,0,-22.573445606707338,-21.931454260872993
1162,50,57,1,-13.057167194309825,-11.41779757686121
1163,20,327,0,-21.004805417452665,-20.283169143599437
1164,123,124,1,-14.818205760889125,-13.910498400018962
1165,25,110,0,-16.00116620359514,-14.992096883541084
1166,112,117,1,-16.514363863119804,-15.627299865932299
1167,138,319,0,-22.51986617568574,-22.18741513858668
1168,46,327,0,-24.12990674304381,-23.61552562067207
1169,235,246,0,-21.254980598871658,-20.53471732827651
1170,57,317,0,-26.52089393056074,-26.13630674485407
1171,248,358,0,-21.554962045195655,-21.070242039498428
1172,221,226,1,-16.398905123038176,-15.661214880743568
1173,41,45,1,-13.751363330258378,-12.724435662412127
1174,351,354,1,-20.595056552650178,-20.38131163115443
1175,69,386,0,-23.702732041171448,-23.34647038820799
1176,58,130,0,-33.68740641890252,-33.519147200055144
1177,62,63,1,-13.424560726037175,-12.485702352890478
1178,317,318,1,-13.190344940543834,-12.352696979012281
1179,61,62,1,-13.38893918496314,-12.147215304802224
1180,119,339,0,-27.451013191562748,-26.949526679050752
1181,301,341,0,-21.41606097879913,-21.015001157823523
1182,62,65,1,-11.735151379380936,-10.377142429924879
1183,229,328,0,-20.105450954418618,-19.43952918795059
1184,54,55,1,-9.297183333382113,-6.6445344955897
1185,113,114,1,-12.816131792639753,-11.672197170739608
1186,46,47,1,-15.926406211973504,-15.111898516611207
1187,127,129,1,-12.034842765793977,-10.808607258152488
1188,235,236,1,-11.627262323163603,-10.400130623676334
1189,132,137,1,-19.026351078315695,-18.51340583262477
1190,242,248,1,-12.29805394098606,-10.609152631458716
1191,121,122,1,-15.830919402758115,-14.967011667130931
1192,316,318,1,-17.373417480872092,-16.82097780527576
1193,234,238,1,-19.18175956721864,-18.56705376567737
1194,312,326,0,-29.364941368932605,-28.93868062737914
1195,223,386,0,-18.435993175187026,-17.832656903360864
1196,115,118,1,-15.114300797917592,-14.311441919474454
1197,239,315,0,-23.29275497573874,-22.869346488072352
1198,60,61,1,-13.004217568393036,-11.754519646956323
1199,4,343,0,-25.797734605189902,-25.330398502257626
1200,71,133,0,-25.98663187492268,-25.542139423831248
1201,74,268,0,-19.656276339375147,-19.086507388651583
1202,3,9,1,-19.59163105489083,-18.96776067995
1203,3,75,0,-26.69345601057694,-26.20532054741053
1204,341,352,0,-23.07285622013346,-22.575672721499743
1205,265,266,1,-15.846777862967386,-15.443825774763779
1206,312,315,1,-18.718489324140492,-18.261594426921995
1207,61,66,1,-14.994078934939113,-14.126303769998227
1208,332,334,1,-15.533484837829503,-14.855509766675427
1209,75,76,1,-14.407825859807884,-13.29090880592242
1210,28,380,0,-24.53285163410086,-23.921292024305345
1211,44,265,0,-24.296924941143907,-23.790105107475995
1212,58,306,0,-25.745246562140725,-25.450932403439303
1213,335,341,0,-22.794427519447655,-22.237972466392463
1214,51,54,1,-14.088317725212473,-12.718735994505746
1215,60,269,0,-24.68902070038706,-24.27293747009888
1216,250,352,0,-22.794547943305307,-22.144103894785847
1217,62,238,0,-20.54349177264903,-19.950531615094114
1218,282,284,1,-14.527176693051107,-13.383349773813894
1219,134,138,1,-20.994729743481617,-20.579705094401373
1220,348,349,1,-18.12439446010162,-17.823522518601894
1221,132,262,0,-21.08344882668162,-20.482713913711937
1222,53,57,1,-11.689153552362008,-10.3910998307693
1223,56,58,1,-11.773389070718846,-10.595577777046174
1224,283,380,0,-18.711791914380484,-17.84874467549642
1225,52,56,1,-14.404069588119237,-13.326326690590259
1226,47,241,0,-17.225252217698493,-16.4677331840133
1227,25,28,1,-13.006183521675204,-11.869727702106283
1228,76,138,0,-22.938880857914434,-22.48690262533236
1229,243,249,1,-16.252615089905365,-15.227852111349273
1230,124,242,0,-17.386868324024903,-16.46393281934075
1231,24,309,0,-21.985372286278274,-21.72806258950176
1232,148,333,0,-20.250715589309547,-19.553515381997123
1233,54,309,0,-27.810723040838944,-27.417663521472186
1234,79,255,0,-20.667030588685606,-19.975530286742856
1235,127,243,0,-17.09150408341997,-16.310883598378418
1236,48,249,0,-15.599600196549193,-14.587033106761876
1237,65,351,0,-17.628503093719495,-17.122900905972234
1238,145,332,0,-18.140289609812402,-17.418397792983612
1239,135,258,0,-19.783550425450507,-19.15126636055395
1240,0,6,1,-14.28353342783498,-13.260371606089082
1241,357,358,1,-13.604689509791067,-13.007543025926193
1242,50,58,1,-15.747390461097812,-15.099033586329082
1243,114,119,1,-13.370024881430243,-12.228923343782789
1244,124,344,0,-18.04874526685775,-17.311827380056968
1245,284,289,1,-11.94688663953064,-10.296379632936523
1246,334,339,1,-17.565071126218342,-16.747627419832593
1247,42,48,1,-13.228717595385492,-12.065969429111565
1248,251,253,1,-15.630836368055977,-14.807594517898963
1249,232,237,1,-15.00874138269286,-14.07400335013296
1250,6,9,1,-19.009030895887243,-18.490712218228754
1251,113,261,0,-21.854578215413962,-21.39017804809503
1252,224,349,0,-22.478482959747286,-21.971527318563258
1253,232,236,1,-13.38332158546346,-12.00121439032157
1254,0,1,1,-20.55922985104117,-19.958294956266805
1255,42,46,1,-11.77280560113076,-10.380872123708853
1256,146,316,0,-20.118823280906987,-19.688446062522555
1257,71,72,1,-15.663663466149066,-14.874302652871357
1258,65,119,0,-19.722279781000204,-19.143961269591312
1259,24,27,1,-15.566307883765669,-14.896794048649975
1260,135,136,1,-15.338589866149336,-14.935899263779433
1261,212,217,1,-9.934184989381428,-7.366425960277969
1262,258,265,0,-20.557854441030766,-20.028832149122998
1263,72,74,1,-11.09851689467874,-9.488254806998818
1264,149,214,0,-19.196032434243982,-18.51440256062401
1265,72,382,0,-28.781590232495784,-28.36199317286243
1266,342,389,0,-19.667166069131078,-18.882403509224535
1267,233,245,0,-23.149597539201878,-22.532313841291998
1268,132,218,0,-21.99843224272369,-21.309756719753203
1269,261,264,1,-12.570559778180211,-11.594801753550593
1270,220,359,0,-21.37867058641724,-20.960577610651356
1271,131,351,0,-28.75452403686943,-28.473501631218276
1272,330,334,1,-13.353784048620946,-12.220884339732754
1273,303,355,0,-22.55983543817164,-22.16714191613234
1274,302,336,0,-20.23099235188074,-19.810361293699238
1275,253,254,1,-10.722000691831507,-8.889230846707372
1276,233,235,1,-15.772940644832946,-14.989225202647042
1277,62,234,0,-20.577460209857826,-19.93755791266165
1278,55,302,0,-28.0481865970888,-27.488691250829806
1279,53,59,1,-7.24063574543516,-3.864182537984751
1280,213,217,1,-13.738093678673117,-12.92791907568024
1281,282,289,1,-9.901664420795521,-7.7148244806805835
1282,302,305,1,-19.75703578836802,-19.10431349724999
1283,311,388,0,-28.874198307774922,-28.446022175877708
1284,141,142,1,-17.217458499784907,-16.244619599620776
1285,217,246,0,-22.977986128963376,-22.213147420833348
1286,139,281,0,-24.767629325275802,-24.393798708740913
1287,143,389,0,-21.009469779864162,-20.46410887617857
1288,243,248,1,-12.877607146436036,-11.473204082271566
1289,60,69,1,-14.168905019297304,-13.335130415457154
1290,244,245,1,-15.113493886151815,-14.053480910382682
1291,72,73,1,-13.808587420794591,-12.715945924291717
1292,244,246,1,-15.731916872924494,-14.675443311090886
1293,255,256,1,-13.352321253386314,-12.118265540961193
1294,301,304,1,-14.282970307437656,-13.714199991298859
1295,21,27,1,-15.386402769853804,-14.54139186379325
1296,111,116,1,-9.928659352033606,-7.697211948301368
1297,41,43,1,-11.16964893106334,-9.925030493515866
1298,350,353,1,-15.84898819254464,-15.221829359306764
1299,52,263,0,-26.550791322261905,-25.953344173299076
1300,127,218,0,-26.13785404279575,-25.56116530038726
1301,56,223,0,-19.188497106963283,-18.49385985491718
1302,149,265,0,-21.157421106415462,-20.63558418739067
1303,251,256,1,-15.158031436459002,-14.274120959987231
1304,121,314,0,-21.840156647850193,-21.39430778030371
1305,130,287,0,-28.048603535355,-27.791111357635653
1306,59,301,0,-28.494927623050504,-28.155495754959805
1307,353,354,1,-17.471842371470476,-17.127238482705312
1308,142,149,1,-17.410926974487037,-16.471542442838942
1309,122,129,1,-14.572270292052972,-13.500463814084368
1310,112,143,0,-22.494561597068614,-21.911865908013304
1311,110,115,1,-12.486527361073149,-11.234993480738261
1312,219,263,0,-24.065319083922326,-23.450851596570246
1313,310,315,1,-16.116837571159667,-15.777602125064965
1314,148,213,0,-19.1167812671664,-18.547777193380842
1315,124,130,0,-21.6184553136216,-21.20916719485721
1316,266,269,1,-17.379945399958007,-16.88882506683454
1317,282,332,0,-20.64546435735429,-20.045360874067125
1318,259,327,0,-25.834112497204956,-25.3328701675646
1319,22,259,0,-15.463465558577465,-14.541280179704728
1320,213,218,1,-12.079737914675214,-10.948214595465917
1321,212,344,0,-24.142857061396636,-23.438636859865262
1322,359,389,0,-25.277769243999927,-24.99434126048958
1323,341,386,0,-20.98113894012146,-20.43535152548627
1324,76,232,0,-26.04055805524921,-25.614891296530395
1325,351,352,1,-16.506912377625657,-15.864690611824729
1326,70,77,1,-16.098545376494112,-15.361492679936674
1327,75,118,0,-18.304289685627523,-17.565195271454566
1328,251,265,0,-22.2384325118374,-21.82834238817651
1329,61,129,0,-23.06068910070419,-22.410155330970195
1330,2,7,1,-18.372569550827954,-17.601241694529744
1331,73,75,1,-14.361363972011214,-13.446877478888998
1332,319,353,0,-22.71140531290335,-22.182994312524677
1333,47,75,0,-21.839879421067295,-21.221629334986098
1334,224,225,1,-14.456404015448083,-13.700102141539356
1335,323,329,1,-7.339360218449831,-4.208322620248656
1336,140,381,0,-21.5137649621057,-20.689678085754768
1337,63,260,0,-25.657320655040916,-25.254044675963147
1338,243,244,1,-11.090314850761567,-9.28056960149858
1339,41,219,0,-23.13321637910427,-22.59813306946983
1340,71,139,0,-25.310407808875773,-25.052699887282913
1341,44,49,1,-12.341120777805362,-11.001124162012493
1342,43,46,1,-6.563240708213902,-3.835085546661813
1343,243,284,0,-20.52015462731702,-19.747705600278568
1344,321,386,0,-16.431647792074106,-15.744254172440717
1345,214,250,0,-22.296856616882447,-21.65467946186567
1346,311,315,1,-19.037866458504023,-18.617090040147705
1347,9,140,0,-20.00527731434363,-19.29604421265194
1348,220,221,1,-14.86520424637304,-13.931098517221193
1349,20,142,0,-18.80122382054738,-18.003211369403907
1350,62,129,0,-22.709227082212102,-22.138883882870783
1351,236,239,1,-14.256856259942822,-13.316545875879303
1352,113,116,1,-12.480611702393695,-11.269309806026632
1353,47,119,0,-16.71120093607525,-15.921138455753274
1354,55,58,1,-13.531311760437962,-12.519752883307818
1355,303,304,1,-11.58362769722777,-10.89610251120631
1356,318,324,0,-25.656798953220214,-25.155421348277386
1357,78,148,0,-20.39249131025886,-19.75366475654117
1358,245,286,0,-20.51736164572524,-19.763137161507252
1359,50,55,1,-12.561966460953276,-10.777976266099044
1360,264,269,1,-13.510520352132346,-12.527159835497974
1361,309,327,0,-22.624097355537803,-22.295250978341457
1362,74,262,0,-20.749029411060704,-20.177612618924368
1363,135,261,0,-20.207566419257073,-19.83521791549058
1364,2,5,1,-19.20822122895739,-18.583468158874503
1365,147,148,1,-14.927321967306373,-13.935662051489514
1366,3,124,0,-19.62890326976643,-18.92951755365254
1367,26,286,0,-18.451717637363082,-17.686262410868373
1368,70,233,0,-24.77015039342424,-24.249301664980152
1369,73,77,1,-14.064564478149661,-13.080867402274254
1370,20,28,1,-11.198131463621818,-9.429471606424437
1371,5,234,0,-25.13332596871691,-24.697336632430726
1372,300,346,0,-22.38728148171775,-21.927944376794876
1373,214,215,1,-14.007613963118049,-13.297782680281044
1374,122,305,0,-25.1558580860493,-24.636085710053543
1375,214,218,1,-9.91688897065836,-7.511875326276787
1376,216,255,0,-23.69819424769529,-23.182535986293242
1377,113,227,0,-22.719434381964668,-22.211317912530927
1378,76,348,0,-25.93772456251746,-25.556239171741094
1379,321,323,1,-7.223823481682823,-4.445217715063961
1380,221,228,1,-15.765693456065483,-14.970257889586172
1381,223,225,1,-5.410757390669337,-3.2978863593598438
1382,116,117,1,-15.519271784250185,-14.660982940526905
1383,29,120,0,-20.593125270030523,-19.866943102324477
1384,313,314,1,-16.102804096371255,-15.688414589310316
1385,66,305,0,-22.130140361754925,-21.418567740582827
1386,22,117,0,-18.534405448925348,-17.800280835416878
1387,247,248,1,-15.50012239369562,-14.539734661916185
1388,51,148,0,-19.11074078834415,-18.284751668207086
1389,110,111,1,-14.028192487899185,-12.893687050625084
1390,132,134,1,-15.552889220976112,-14.889527852056538
1391,331,332,1,-5.764299222806746,-2.543184199247786
1392,144,388,0,-17.355804853625305,-16.413929822922956
1393,220,222,1,-15.43760127056049,-14.389129727207338
1394,44,356,0,-20.707878365685723,-20.065418766959553
1395,266,286,0,-21.33117984076766,-20.763463148232628
1396,258,259,1,-12.467945616309578,-10.975014571265596
1397,255,257,1,-13.673237656360756,-12.420782785676982
1398,50,228,0,-18.678743869017755,-17.797198740557512
1399,52,59,1,-14.045349282684096,-12.831934882465598
1400,140,142,1,-7.83717841342788,-4.064662265454989
1401,265,267,1,-11.066876113347343,-9.58248644050722
1402,140,284,0,-19.482192199402835,-18.587085662838895
1403,144,252,0,-17.62623564661539,-16.720057045510977
1404,241,335,0,-22.801694103853134,-22.131360565152235
1405,352,358,1,-13.79914897192634,-13.118819988156867
1406,53,266,0,-28.5088541003847,-28.17888172070496
1407,280,287,1,-14.133562340241346,-13.153203059822182
1408,211,214,1,-10.457101770855214,-8.462952601145268
1409,40,262,0,-21.642772336386624,-21.066419576692198
1410,326,328,1,-12.58260620236535,-11.412713077789668
1411,300,308,1,-11.336419668277264,-9.557731095986066
1412,230,231,1,-8.9726247415305,-6.180555863589669
1413,342,346,1,-20.337812466467422,-19.84781643910929
1414,60,134,0,-29.05110998500487,-28.583081484769757
1415,288,350,0,-29.903450160021098,-29.604868422662683
1416,331,339,1,-13.698398829423502,-12.859827642365504
1417,286,287,1,-11.986652648417621,-10.819121017663003
1418,314,347,0,-20.314260869882958,-19.765431455939755
1419,143,145,1,-11.768226057492782,-10.639606769125916
1420,117,351,0,-22.04285371530617,-21.579303940723534
1421,303,309,1,-13.50470585182157,-12.998253001444123
1422,111,338,0,-26.180769601653427,-25.683586942428555
1423,111,357,0,-20.600089354528908,-20.01470899164212
1424,75,243,0,-22.506385095077885,-21.920941046405574
1425,232,281,0,-19.644476710059834,-18.855648496078167
1426,311,313,1,-14.229829260146042,-13.5779131087539
1427,233,239,1,-12.130719925089032,-10.854493307954177
1428,241,242,1,-12.385509849737385,-11.017740575121548
1429,216,352,0,-21.536731035086323,-20.9255987409655
1430,61,65,1,-12.38225436214045,-10.736577727816162
1431,352,353,1,-12.347656194435379,-11.29731568117189
1432,123,127,1,-14.183665305438904,-13.245034864042466
1433,41,257,0,-17.723110887991638,-16.85832558402251
1434,228,229,1,-10.486069431553366,-8.821108895545226
1435,132,260,0,-21.057176947562468,-20.407117391575127
1436,320,328,1,-12.23596822951361,-10.638523840739936
1437,77,140,0,-20.827992500985424,-20.118959970606348
1438,345,347,1,-10.580800824428835,-8.221984327403492
1439,53,328,0,-24.756588433147908,-24.187190655963075
1440,302,304,1,-10.856170198316931,-9.801462098509257
1441,120,389,0,-25.951139698190044,-25.437075918517607
1442,111,256,0,-18.2690078846655,-17.514796817036014
1443,335,339,1,-10.90985007710381,-9.211375843862719
1444,76,219,0,-24.29510465379588,-23.798926526366007
1445,257,337,0,-25.46983707253155,-24.869555578475197
1446,73,149,0,-19.548084129189256,-18.90919847399738
1447,23,24,1,-11.289672622074962,-9.542235126820481
1448,121,249,0,-19.234151634435715,-18.552151527350688
1449,141,252,0,-17.918766302335044,-17.15589184688128
1450,384,386,1,-13.144407592668783,-12.092604499680414
1451,250,254,1,-15.482866434248509,-14.53357885478325
1452,21,29,1,-12.86806008013454,-11.591014209184468
1453,224,287,0,-16.105205284047724,-15.330991417613422
1454,261,265,1,-21.206447132595454,-20.815683586945724
1455,126,132,0,-22.764561951927682,-22.268800985037426
1456,217,282,0,-16.630770071186557,-15.672129000983524
1457,335,336,1,-16.44385136914563,-15.810145956087686
1458,350,357,1,-17.310979519064897,-16.89978123141476
1459,317,319,1,-14.774695889662343,-13.994728387416986
1460,380,386,1,-13.717255175451164,-12.52919841426504
1461,20,23,1,-13.956176099731382,-12.778594884387244
1462,125,308,0,-24.00274300258638,-23.530675597374564
1463,60,256,0,-22.16478473619881,-21.507716416890837
1464,116,329,0,-26.528888601450547,-26.101915536489127
1465,303,353,0,-25.22658086950312,-24.8720724414717
1466,2,50,0,-24.891441417627235,-24.377309496955693
1467,6,8,1,-16.65484048210798,-15.83475829023745
1468,123,337,0,-26.17294925532053,-25.601589460498364
1469,337,338,1,-10.953046822775505,-9.519350422381004
1470,60,67,1,-13.68453975928933,-12.649554386653243
1471,25,29,1,-14.783481995183939,-13.85599661748544
1472,230,238,1,-13.186853426204564,-11.708400445738384
1473,3,56,0,-24.312943922493687,-23.735578211134996
1474,123,359,0,-24.430614931528236,-24.13639432993141
1475,304,309,1,-12.404886426969199,-11.861380429085944
1476,50,242,0,-18.380882950680544,-17.33936088975572
1477,356,358,1,-16.400972894561892,-15.94336373071976
1478,24,216,0,-21.883499735103754,-21.409196270264903
1479,246,247,1,-14.907134228687545,-13.870107959395193
1480,76,263,0,-22.82922661499334,-22.17776639449343
1481,216,263,0,-25.060535565986978,-24.496082673658794
1482,22,269,0,-21.29151201112797,-20.806009377558905
1483,66,348,0,-24.558928888994906,-24.098368207182965
1484,24,25,1,-17.567742466990765,-16.908848856178476
1485,265,381,0,-24.367538908025978,-23.961312400194313
1486,111,115,1,-14.81398691804261,-13.808551674460034
1487,146,147,1,-15.783463517741934,-14.80239164063411
1488,27,354,0,-19.667529461909126,-19.212345342373062
1489,27,29,1,-14.31656854728368,-13.240261880436888
1490,323,324,1,-16.986517635495574,-16.202263005450522
1491,125,225,0,-23.183551757292783,-22.764285094784587
1492,241,266,0,-20.13691895949554,-19.66561602638504
1493,302,353,0,-24.745807208673362,-24.322262353556937
1494,305,307,1,-11.279290789790243,-9.311212833229787
1495,232,328,0,-17.198663854228357,-16.430263847528945
1496,7,120,0,-20.814828342253392,-20.153816257427174
1497,70,248,0,-20.337706504751143,-19.651628731684635
1498,5,253,0,-25.67821726275635,-25.2222535701906
1499,336,338,1,-18.73610479088922,-18.293899977204713
1500,244,248,1,-14.565129661008156,-13.425264756150245
1501,351,355,1,-17.954728947364533,-17.63826798485183
1502,310,327,0,-26.613323173474722,-26.394364349325734
1503,21,267,0,-20.932254302770946,-20.258883740347514
1504,56,59,1,-9.919600721899428,-8.164455191176817
1505,260,267,1,-17.527654531662975,-16.723060992187012
1506,264,265,1,-18.445547462135487,-17.9228382716161
1507,45,49,1,-12.37958814929248,-11.095113464025536
1508,121,129,1,-12.911767434072004,-11.632212117376062
1509,355,359,1,-15.847589556783634,-15.455280618824274
1510,65,315,0,-19.632207336750696,-19.13395256217848
1511,9,244,0,-23.657716540841843,-23.10008628424685
1512,52,57,1,-13.894313138914066,-12.567601995679807
1513,301,307,1,-20.3103974413117,-19.757476310478616
1514,24,384,0,-22.67491115980163,-22.173425753022855
1515,136,139,1,-16.85366518579926,-16.470425550639266
1516,214,226,0,-21.20371071830414,-20.61263547312082
1517,45,146,0,-17.38806025801916,-16.516341339008772
1518,285,317,0,-22.95058770819098,-22.50813081074105
1519,23,28,1,-16.199229225258282,-15.130523862105264
1520,131,135,1,-16.871530754705738,-16.344919973940065
1521,130,133,1,-11.94325528766402,-11.02521915723475
1522,340,346,1,-21.291020849912538,-20.925847283797193
1523,146,148,1,-8.664308235744317,-6.149367645684416
1524,383,384,1,-13.346012255703036,-12.197060765770463
1525,115,387,0,-25.730569473782573,-25.303335895852108
1526,267,268,1,-8.796778073308198,-5.421375599499135
1527,138,283,0,-23.28906652700842,-22.869103252292597
1528,51,58,1,-15.362443868191448,-14.657804963379277
1529,269,353,0,-26.512112528355996,-26.266964758046665
1530,61,322,0,-22.838863529461914,-22.23312530110452
1531,211,217,1,-12.241567881260309,-10.873523265850892
1532,216,314,0,-25.262056219477575,-24.849255462086155
1533,231,237,1,-11.387262737122494,-9.737693780814732
1534,380,384,1,-13.216612379402594,-11.955315152730952
1535,110,113,1,-15.53158036703199,-14.525162153583413
1536,386,387,1,-8.230959812534207,-5.306821951827637
1537,143,300,0,-19.538942796071993,-18.88988290550795
1538,309,311,0,-21.17450383197319,-20.843288676437858
1539,54,58,1,-13.201876311908201,-12.373481708477808
1540,261,262,1,-9.966963076011975,-7.844529460892491
1541,287,380,0,-18.95419664948143,-18.202393792843615
1542,4,26,0,-24.909655669534988,-24.40505670474052
1543,143,269,0,-19.25977228996102,-18.733944421428507
1544,147,233,0,-18.369027837045138,-17.750284378404277
1545,322,325,1,-17.313840289965913,-16.441875007991257
1546,131,136,1,-18.11132780848798,-17.54301545216552
1547,4,328,0,-30.003049398965473,-29.587490896240197
1548,43,45,1,-11.929405181328763,-10.563776055194758
1549,6,267,0,-23.38140777508436,-22.734096579651293
1550,337,385,0,-17.926163786964658,-17.233916679690072
1551,216,312,0,-26.475343332279394,-26.152071921029968
1552,315,316,1,-17.026198762494094,-16.686153837773126
1553,252,334,0,-25.57442890031175,-25.03850595458528
1554,121,128,1,-15.64845932829043,-14.904941384394995
1555,70,287,0,-21.12009493409378,-20.622656964905662
1556,283,284,1,-12.658054926892017,-11.352607424644301
1557,352,357,1,-10.537115775138897,-8.663706064971253
1558,8,280,0,-30.454759874093472,-30.066739351014732
1559,343,344,1,-20.895255506966123,-20.159476714111833
1560,145,350,0,-21.89205380545274,-21.351996318531818
1561,310,359,0,-22.389106228230492,-22.29494099115943
1562,246,333,0,-24.05456970955733,-23.480756846882997
1563,22,27,1,-14.57136165556226,-13.625606202446514
1564,135,138,1,-12.7666048151577,-12.036137778752503
1565,49,243,0,-17.469310633779656,-16.542345673366782
1566,126,317,0,-20.452832898356647,-19.999648259995308
1567,381,388,1,-14.551895901566633,-13.465300865865832
1568,281,286,1,-13.78113757510419,-12.44638123189441
1569,322,329,1,-10.201883247359524,-8.485677336774438
1570,114,354,0,-21.655200623423976,-21.2922246589689
1571,319,358,0,-20.707288434095485,-20.335027143967558
1572,49,282,0,-26.20859523776916,-25.565202931335243
1573,264,266,1,-19.361876652370242,-18.933867583517035
1574,128,330,0,-25.41640547538552,-25.051952714883207
1575,149,355,0,-20.817804862411094,-20.31030454761033
1576,280,288,1,-12.876454666025124,-11.644312231657794
1577,42,316,0,-19.030528684577448,-18.58109290360006
1578,42,306,0,-21.044216303621443,-20.48784795352229
1579,2,8,1,-21.857670897613403,-21.477803082715813
1580,115,126,0,-17.87022174256014,-17.21646767628959
1581,70,74,1,-16.020456779228383,-15.288556965475799
1582,143,148,1,-16.85471314369035,-16.111639774942056
1583,383,387,1,-15.390373821739088,-14.453388557305342
1584,211,219,1,-10.29200074812052,-8.631432509545867
1585,251,252,1,-13.370010581388238,-12.252487307712048
1586,309,310,0,-21.55724434766907,-21.40871032173981
